"peak_number","unique_id","compounds_id","name","formula","annot_source_predicted_compositions","annot_source_mz_cloud_search","annot_source_mass_list_search","annot_delta_mass_ppm","calc_mw","m_z","rt_min","area_max","number_mz_cloud_results","mz_cloud_best_match","mz_cloud_best_match_confidence","ms2","reference_ion","sample","group_area","peak_rating","replicate","sample_location","day","month","mass_list_name","mass_list_match"
2675,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_11.78",2119,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","Not the top hit","Invalid mass","Full match",0.52,278.06929,279.07656,11.78,27094011.2922646,6,93.7,9.7,"PreferredDDA","[M+H]+1","b16_a",1208076.60446495,5.3,"a","b16","1","2022-10","itnantibiotic_cyp_metabolites","Multiple matches found"
2675,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_11.78",2119,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","Not the top hit","Invalid mass","Full match",0.52,278.06929,279.07656,11.78,27094011.2922646,6,93.7,9.7,"PreferredDDA","[M+H]+1","b16_b",403661.67992469,7.2,"b","b16","1","2022-10","itnantibiotic_cyp_metabolites","Multiple matches found"
2675,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_11.78",2119,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","Not the top hit","Invalid mass","Full match",0.52,278.06929,279.07656,11.78,27094011.2922646,6,93.7,9.7,"PreferredDDA","[M+H]+1","b40_a",1308152.44605649,7,"a","b40","1","2022-12","itnantibiotic_cyp_metabolites","Multiple matches found"
2675,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_11.78",2119,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","Not the top hit","Invalid mass","Full match",0.52,278.06929,279.07656,11.78,27094011.2922646,6,93.7,9.7,"PreferredDDA","[M+H]+1","b40_b",539450.57442508,7.7,"b","b40","1","2022-12","itnantibiotic_cyp_metabolites","Multiple matches found"
2675,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_11.78",2119,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","Not the top hit","Invalid mass","Full match",0.52,278.06929,279.07656,11.78,27094011.2922646,6,93.7,9.7,"PreferredDDA","[M+H]+1","b58_a",1283013.36127048,5.3,"a","b58","29","2023-01","itnantibiotic_cyp_metabolites","Multiple matches found"
2675,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_11.78",2119,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","Not the top hit","Invalid mass","Full match",0.52,278.06929,279.07656,11.78,27094011.2922646,6,93.7,9.7,"PreferredDDA","[M+H]+1","b58_b",693398.170833186,5.3,"b","b58","29","2023-01","itnantibiotic_cyp_metabolites","Multiple matches found"
2675,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_11.78",2119,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","Not the top hit","Invalid mass","Full match",0.52,278.06929,279.07656,11.78,27094011.2922646,6,93.7,9.7,"PreferredDDA","[M+H]+1","b64_a",1976424.99663819,7.8,"a","b64","1","2023-02","itnantibiotic_cyp_metabolites","Multiple matches found"
2675,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_11.78",2119,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","Not the top hit","Invalid mass","Full match",0.52,278.06929,279.07656,11.78,27094011.2922646,6,93.7,9.7,"PreferredDDA","[M+H]+1","b64_b",848637.804842109,8.6,"b","b64","1","2023-02","itnantibiotic_cyp_metabolites","Multiple matches found"
2675,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_11.78",2119,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","Not the top hit","Invalid mass","Full match",0.52,278.06929,279.07656,11.78,27094011.2922646,6,93.7,9.7,"PreferredDDA","[M+H]+1","b70_a",2391208.46750782,5.7,"a","b70","29","2023-02","itnantibiotic_cyp_metabolites","Multiple matches found"
2675,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_11.78",2119,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","Not the top hit","Invalid mass","Full match",0.52,278.06929,279.07656,11.78,27094011.2922646,6,93.7,9.7,"PreferredDDA","[M+H]+1","b70_b",1070073.35563468,5.9,"b","b70","29","2023-02","itnantibiotic_cyp_metabolites","Multiple matches found"
2675,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_11.78",2119,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","Not the top hit","Invalid mass","Full match",0.52,278.06929,279.07656,11.78,27094011.2922646,6,93.7,9.7,"PreferredDDA","[M+H]+1","b82_a",1813902.56337829,9.5,"a","b82","29","2023-03","itnantibiotic_cyp_metabolites","Multiple matches found"
2675,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_11.78",2119,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","Not the top hit","Invalid mass","Full match",0.52,278.06929,279.07656,11.78,27094011.2922646,6,93.7,9.7,"PreferredDDA","[M+H]+1","b82_b",960997.800602084,8.6,"b","b82","29","2023-03","itnantibiotic_cyp_metabolites","Multiple matches found"
2675,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_11.78",2119,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","Not the top hit","Invalid mass","Full match",0.52,278.06929,279.07656,11.78,27094011.2922646,6,93.7,9.7,"PreferredDDA","[M+H]+1","b88_a",1605308.79907323,7.3,"a","b88","1","2023-04","itnantibiotic_cyp_metabolites","Multiple matches found"
2675,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_11.78",2119,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","Not the top hit","Invalid mass","Full match",0.52,278.06929,279.07656,11.78,27094011.2922646,6,93.7,9.7,"PreferredDDA","[M+H]+1","b88_b",770538.780213819,6.4,"b","b88","1","2023-04","itnantibiotic_cyp_metabolites","Multiple matches found"
2675,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_11.78",2119,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","Not the top hit","Invalid mass","Full match",0.52,278.06929,279.07656,11.78,27094011.2922646,6,93.7,9.7,"PreferredDDA","[M+H]+1","b94_a",2386080.4132839,5.1,"a","b94","29","2023-04","itnantibiotic_cyp_metabolites","Multiple matches found"
2675,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_11.78",2119,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","Not the top hit","Invalid mass","Full match",0.52,278.06929,279.07656,11.78,27094011.2922646,6,93.7,9.7,"PreferredDDA","[M+H]+1","b94_b",1300909.30337822,5.9,"b","b94","29","2023-04","itnantibiotic_cyp_metabolites","Multiple matches found"
2678,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_4.192",15360,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","No match","Invalid mass","Full match",-4.12,278.068,279.07527,4.192,8499590.85501258,2,60.6,8,"PreferredDDA","[M+H]+1","b100_a",515902.072938093,6.6,"a","b100","1","2023-05","itnantibiotic_cyp_metabolites","Multiple matches found"
2678,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_4.192",15360,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","No match","Invalid mass","Full match",-4.12,278.068,279.07527,4.192,8499590.85501258,2,60.6,8,"PreferredDDA","[M+H]+1","b100_b",444033.941049221,6.1,"b","b100","1","2023-05","itnantibiotic_cyp_metabolites","Multiple matches found"
2678,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_4.192",15360,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","No match","Invalid mass","Full match",-4.12,278.068,279.07527,4.192,8499590.85501258,2,60.6,8,"PreferredDDA","[M+H]+1","b112_a",8499590.85501258,7.8,"a","b112","1","2023-06","itnantibiotic_cyp_metabolites","Multiple matches found"
2678,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_4.192",15360,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","No match","Invalid mass","Full match",-4.12,278.068,279.07527,4.192,8499590.85501258,2,60.6,8,"PreferredDDA","[M+H]+1","b112_b",4773201.99441545,8.4,"b","b112","1","2023-06","itnantibiotic_cyp_metabolites","Multiple matches found"
2678,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_4.192",15360,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","No match","Invalid mass","Full match",-4.12,278.068,279.07527,4.192,8499590.85501258,2,60.6,8,"PreferredDDA","[M+H]+1","b118_a",506020.457612549,5.5,"a","b118","29","2023-06","itnantibiotic_cyp_metabolites","Multiple matches found"
2678,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_4.192",15360,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","No match","Invalid mass","Full match",-4.12,278.068,279.07527,4.192,8499590.85501258,2,60.6,8,"PreferredDDA","[M+H]+1","b118_b",265028.868876176,6.3,"b","b118","29","2023-06","itnantibiotic_cyp_metabolites","Multiple matches found"
2678,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_4.192",15360,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","No match","Invalid mass","Full match",-4.12,278.068,279.07527,4.192,8499590.85501258,2,60.6,8,"PreferredDDA","[M+H]+1","b142_a",1347591.35881841,5.3,"a","b142","29","2023-03","itnantibiotic_cyp_metabolites","Multiple matches found"
2678,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_4.192",15360,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","No match","Invalid mass","Full match",-4.12,278.068,279.07527,4.192,8499590.85501258,2,60.6,8,"PreferredDDA","[M+H]+1","b142_b",378864.45954518,7.2,"b","b142","29","2023-03","itnantibiotic_cyp_metabolites","Multiple matches found"
2678,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_4.192",15360,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","No match","Invalid mass","Full match",-4.12,278.068,279.07527,4.192,8499590.85501258,2,60.6,8,"PreferredDDA","[M+H]+1","b16_a",509178.71674446,5.5,"a","b16","1","2022-10","itnantibiotic_cyp_metabolites","Multiple matches found"
2678,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_4.192",15360,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","No match","Invalid mass","Full match",-4.12,278.068,279.07527,4.192,8499590.85501258,2,60.6,8,"PreferredDDA","[M+H]+1","b16_b",226983.365674867,7.4,"b","b16","1","2022-10","itnantibiotic_cyp_metabolites","Multiple matches found"
2678,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_4.192",15360,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","No match","Invalid mass","Full match",-4.12,278.068,279.07527,4.192,8499590.85501258,2,60.6,8,"PreferredDDA","[M+H]+1","b4_a",494638.936794771,8.3,"a","b4","1","2022-09","itnantibiotic_cyp_metabolites","Multiple matches found"
2678,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_4.192",15360,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","No match","Invalid mass","Full match",-4.12,278.068,279.07527,4.192,8499590.85501258,2,60.6,8,"PreferredDDA","[M+H]+1","b4_b",399179.092384393,6.1,"b","b4","1","2022-09","itnantibiotic_cyp_metabolites","Multiple matches found"
2678,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_4.192",15360,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","No match","Invalid mass","Full match",-4.12,278.068,279.07527,4.192,8499590.85501258,2,60.6,8,"PreferredDDA","[M+H]+1","b82_a",300458.173945588,6.6,"a","b82","29","2023-03","itnantibiotic_cyp_metabolites","Multiple matches found"
2678,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_4.192",15360,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","No match","Invalid mass","Full match",-4.12,278.068,279.07527,4.192,8499590.85501258,2,60.6,8,"PreferredDDA","[M+H]+1","b82_b",168250.741999505,7.9,"b","b82","29","2023-03","itnantibiotic_cyp_metabolites","Multiple matches found"
2678,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_4.192",15360,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","No match","Invalid mass","Full match",-4.12,278.068,279.07527,4.192,8499590.85501258,2,60.6,8,"PreferredDDA","[M+H]+1","b88_a",430794.09478987,5.5,"a","b88","1","2023-04","itnantibiotic_cyp_metabolites","Multiple matches found"
2678,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_4.192",15360,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","No match","Invalid mass","Full match",-4.12,278.068,279.07527,4.192,8499590.85501258,2,60.6,8,"PreferredDDA","[M+H]+1","b88_b",210881.03884642,5.2,"b","b88","1","2023-04","itnantibiotic_cyp_metabolites","Multiple matches found"
2680,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_9.149",101143,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","No match","Invalid mass","Full match",0.52,278.06929,279.07656,9.149,664465.23184649,4,87.9,9.4,"PreferredDDA","[M+H]+1","b100_a",664465.23184649,6.4,"a","b100","1","2023-05","itnantibiotic_cyp_metabolites","Multiple matches found"
2680,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_9.149",101143,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","No match","Invalid mass","Full match",0.52,278.06929,279.07656,9.149,664465.23184649,4,87.9,9.4,"PreferredDDA","[M+H]+1","b100_b",459746.100813721,8.8,"b","b100","1","2023-05","itnantibiotic_cyp_metabolites","Multiple matches found"
2680,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_9.149",101143,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","No match","Invalid mass","Full match",0.52,278.06929,279.07656,9.149,664465.23184649,4,87.9,9.4,"PreferredDDA","[M+H]+1","b112_a",384471.969846078,7.2,"a","b112","1","2023-06","itnantibiotic_cyp_metabolites","Multiple matches found"
2680,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_9.149",101143,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","No match","Invalid mass","Full match",0.52,278.06929,279.07656,9.149,664465.23184649,4,87.9,9.4,"PreferredDDA","[M+H]+1","b112_b",193828.081401348,7.9,"b","b112","1","2023-06","itnantibiotic_cyp_metabolites","Multiple matches found"
2680,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_9.149",101143,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","No match","Invalid mass","Full match",0.52,278.06929,279.07656,9.149,664465.23184649,4,87.9,9.4,"PreferredDDA","[M+H]+1","b58_a",244482.062970348,7.4,"a","b58","29","2023-01","itnantibiotic_cyp_metabolites","Multiple matches found"
2680,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_9.149",101143,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","No match","Invalid mass","Full match",0.52,278.06929,279.07656,9.149,664465.23184649,4,87.9,9.4,"PreferredDDA","[M+H]+1","b58_b",158614.855871512,7.9,"b","b58","29","2023-01","itnantibiotic_cyp_metabolites","Multiple matches found"
2680,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_9.149",101143,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","No match","Invalid mass","Full match",0.52,278.06929,279.07656,9.149,664465.23184649,4,87.9,9.4,"PreferredDDA","[M+H]+1","b88_a",299041.389758951,8.3,"a","b88","1","2023-04","itnantibiotic_cyp_metabolites","Multiple matches found"
